,index,RMSE,LPIPS,DISTS,SSIM,PerceptNet
859,859,0.0060973293,0.00044747585,0.0008890629,0.00050479174,0.001431495
860,860,0.031192454,0.014816014,0.029224873,0.006315589,0.0031079296
861,861,0.016341738,0.0018169896,0.0047967434,0.0024952888,0.003690317
862,862,0.02733093,0.014211824,0.023605406,0.0050560236,0.0039700507
863,863,0.018300915,0.0026993048,0.004363537,0.0049864054,0.0054738936
864,864,0.045394737,0.036219433,0.03834814,0.014096856,0.0047356947
865,865,0.009548533,0.0012918012,0.0017886758,0.0010464787,0.0027526738
866,866,0.05158951,0.038687114,0.049787283,0.01709205,0.0075532775
867,867,0.005271219,0.00046542767,0.0007972121,0.00045496225,0.0015860549
868,868,0.0260756,0.009737627,0.02242279,0.004424095,0.0042522475
869,869,0.011629338,0.0020594161,0.005418539,0.0010143518,0.0024277712
870,870,0.019212645,0.0041911094,0.012488961,0.0027899742,0.005519105
871,871,0.023471493,0.005067544,0.016253233,0.0038853884,0.0050018015
872,872,0.005549929,0.0007557792,0.0012477636,0.00042372942,0.001302558
873,873,0.010384748,0.0019189356,0.004526913,0.00086313486,0.0014172063
874,874,0.024925545,0.0035565237,0.009510338,0.0049653053,0.0059951786
875,875,0.0053124414,0.00059985364,0.0007495284,0.00048214197,0.0012803241
876,876,0.041719783,0.025382463,0.04206115,0.011509001,0.0036539955
877,877,0.017558027,0.0044437917,0.011990905,0.0020849705,0.0032742813
878,878,0.025862377,0.011342984,0.020783484,0.0045939684,0.004884129
879,879,0.02197068,0.0037365165,0.0057943463,0.0072717667,0.005559072
880,880,0.005118099,0.000646858,0.0009520054,0.00043690205,0.0014469415
881,881,0.037645135,0.014820508,0.033888876,0.00939399,0.0057393676
882,882,0.041804187,0.017241279,0.034503043,0.015129149,0.007906199
883,883,0.030167092,0.011783014,0.011830449,0.016239285,0.006949065
884,884,0.009794268,0.0018742415,0.002196312,0.0010967255,0.0025293538
885,885,0.051689006,0.045614578,0.044751227,0.018127799,0.005503568
886,886,0.032995116,0.020010717,0.023770213,0.007520199,0.0034528081
887,887,0.033837736,0.021372171,0.022053361,0.008660197,0.004062715
888,888,0.02072514,0.0032979841,0.007236302,0.0042923093,0.005647502
889,889,0.015472839,0.002734878,0.0038241744,0.0023823977,0.00342352
890,890,0.039754044,0.028470153,0.026329458,0.011749804,0.0046574725
891,891,0.01247351,0.0015735982,0.00538975,0.0013018847,0.0033506681
892,892,0.024771547,0.011992073,0.018198073,0.0045446157,0.0035731834
893,893,0.048449524,0.02899582,0.049533367,0.01579076,0.008663236
894,894,0.036281776,0.018000674,0.03097111,0.008971691,0.006348893
895,895,0.035746053,0.015961159,0.03519243,0.0090203285,0.0089186225
896,896,0.01157494,0.0025572397,0.0045591593,0.0012902021,0.0018474502
897,897,0.03748798,0.025306746,0.030503273,0.009827435,0.0042765103
898,898,0.005271219,0.00046542767,0.0007972121,0.00045496225,0.0015860549
899,899,0.04930368,0.0194922,0.042585194,0.017342806,0.011991236
900,900,0.025862057,0.007139409,0.019950867,0.0045437813,0.0048109186
901,901,0.036958657,0.0144878,0.02975899,0.011738598,0.0070215794
902,902,0.024163317,0.007631565,0.008437395,0.0048724413,0.00482814
903,903,0.017506277,0.004931477,0.010392904,0.00235188,0.004381049
904,904,0.0066531166,0.0007436152,0.0018126965,0.0005849004,0.0023899227
905,905,0.028843585,0.015831947,0.017655194,0.0062990785,0.0035603624
906,906,0.033986792,0.012237526,0.029649496,0.0076654553,0.0058120536
907,907,0.03308658,0.017432444,0.024928153,0.013056815,0.008100741
908,908,0.0020770663,0.00017167382,9.769201e-05,0.00014984608,0.00091079815
909,909,0.020705258,0.0051302314,0.009789109,0.0032852292,0.0050287885
910,910,0.05409636,0.047324598,0.04947132,0.019144177,0.006916747
911,911,0.020606393,0.0058210324,0.005997479,0.0066717863,0.00571439
912,912,0.026412733,0.005360026,0.010421157,0.007396102,0.0066911085
913,913,0.015801454,0.004502194,0.006955683,0.002467215,0.0024736535
914,914,0.01610818,0.0023595248,0.0046607256,0.002401173,0.0044220635
915,915,0.028210133,0.009679296,0.011137366,0.006418228,0.006019025
916,916,0.012077155,0.0016685472,0.005338311,0.0011816025,0.0030266254
917,917,0.031225141,0.0075757056,0.009698749,0.016494393,0.0066838968
918,918,0.019528147,0.0073082717,0.00887233,0.0028625727,0.0028872709
919,919,0.036738906,0.021230847,0.035352826,0.010311425,0.0051886453
920,920,0.032004118,0.006070114,0.014063001,0.007504046,0.007792481
921,921,0.025238875,0.010735194,0.020794094,0.0046317577,0.0022641672
922,922,0.052435707,0.029688248,0.05235243,0.018802404,0.010044622
923,923,0.024199285,0.0093326215,0.019765854,0.0038385987,0.0023016417
924,924,0.027944634,0.004671596,0.0117942095,0.0059684515,0.006832391
925,925,0.025123574,0.0070065255,0.013616979,0.0049954057,0.0056267013
926,926,0.0020713215,0.00016955205,8.785725e-05,0.00015079975,0.0009201943
927,927,0.029513873,0.005388272,0.017000258,0.0062998533,0.006898574
928,928,0.02009978,0.0034331058,0.0111089945,0.0035135746,0.006221767
929,929,0.019919211,0.0026654897,0.006337285,0.003439188,0.0046975897
930,930,0.0062680487,0.0008881886,0.0017282963,0.0005221963,0.0014218182
931,931,0.005404701,0.0006742513,0.00091058016,0.0004273057,0.0013964619
932,932,0.014839095,0.0024238455,0.0046858788,0.00282228,0.0047772997
933,933,0.032989856,0.019022621,0.017671645,0.008329153,0.004873108
934,934,0.030897677,0.013750072,0.02529943,0.0063239336,0.0057298806
935,935,0.005331808,0.0007737069,0.001507163,0.0005953908,0.0019205974
936,936,0.010689877,0.0023101377,0.0026842356,0.001218915,0.0018328693
937,937,0.035380892,0.007764859,0.023528218,0.008828163,0.008294616
938,938,0.014940964,0.0018521345,0.006194949,0.002000451,0.0041763745
939,939,0.010655998,0.001467316,0.0027182102,0.0015335083,0.0040150937
940,940,0.0143574895,0.0026536912,0.005442083,0.0015736818,0.0039977212
941,941,0.057568762,0.030993257,0.054285944,0.023026586,0.010637924
942,942,0.0095620975,0.0007936709,0.0021547675,0.0009405613,0.0026081167
943,943,0.012480558,0.0022868393,0.0032706857,0.0020284653,0.0027857688
944,944,0.033426076,0.014327861,0.014192045,0.008620381,0.0071273586
945,945,0.027760033,0.012701826,0.01914078,0.008565068,0.005485875
946,946,0.047012214,0.03862882,0.03385985,0.016003251,0.004702175
947,947,0.04087022,0.022020495,0.04071176,0.011035442,0.0070766695
948,948,0.035566136,0.008990008,0.018005133,0.014677882,0.0070500597
949,949,0.0038267826,0.00037874916,0.00050008297,0.00025492907,0.0011186992
950,950,0.019118158,0.007270617,0.009501457,0.0027233362,0.0019336654
951,951,0.025282076,0.008248316,0.008421898,0.011280775,0.0063721794
952,952,0.013800744,0.004101242,0.004725933,0.0017696619,0.0029896388
953,953,0.01268529,0.0032289324,0.004499793,0.0012837648,0.0014746353
954,954,0.016923679,0.0046828547,0.01150167,0.0019527674,0.002669922
955,955,0.029855132,0.0077155554,0.022714019,0.006257355,0.0066218334
956,956,0.052109677,0.03581831,0.05422002,0.018168926,0.005869543
957,957,0.018413434,0.0060445126,0.009796262,0.0022976398,0.0026887797
958,958,0.0056278687,0.000470375,0.001078248,0.00046038628,0.001444888
959,959,0.0052043204,0.00057466904,0.001267314,0.0004118085,0.0021327878
960,960,0.03929925,0.021991199,0.022694647,0.00891304,0.005303865
961,961,0.044937037,0.031691384,0.026912749,0.009917319,0.0060825585
962,962,0.015102023,0.0034771492,0.0063420534,0.00158602,0.002782547
963,963,0.036532316,0.015893,0.019931674,0.007842064,0.0070833014
964,964,0.030524638,0.010224272,0.01528132,0.0058072805,0.0069599873
965,965,0.022339933,0.009750271,0.0074697733,0.0033130646,0.0029467111
966,966,0.0056453124,0.001422565,0.002862215,0.001098454,0.0015795352
967,967,0.029013583,0.013742903,0.014331102,0.0044175386,0.002852846
968,968,0.028569067,0.014271884,0.013200343,0.0044412613,0.0015837684
969,969,0.037289098,0.019887581,0.02147752,0.0071861744,0.0055280416
970,970,0.0153867705,0.0035341806,0.0042870045,0.0020183325,0.0032751232
971,971,0.06270191,0.04757057,0.04333687,0.020596385,0.0087994095
972,972,0.046036527,0.024306923,0.028090835,0.01246357,0.008746506
973,973,0.005322792,0.0006945339,0.001103282,0.0006531477,0.0013987685
974,974,0.026435385,0.014294435,0.012314439,0.004266143,0.0021280937
975,975,0.038507156,0.018831111,0.022868872,0.009132504,0.007050952
976,976,0.0062848707,0.0012080618,0.0018537045,0.0007355809,0.00096264563
977,977,0.044606864,0.030161023,0.027691722,0.01057446,0.0043433984
978,978,0.058040477,0.050039526,0.041551948,0.017280817,0.0036533729
979,979,0.018270532,0.005478096,0.008877993,0.002518952,0.0030544177
980,980,0.02590943,0.011822075,0.01236558,0.0038111806,0.0033617457
981,981,0.029946752,0.013405255,0.012729287,0.005958855,0.006187721
982,982,0.0055794977,0.001249911,0.0028799772,0.0006297231,0.0012651662
983,983,0.012803275,0.0029254789,0.0034445524,0.0016876459,0.0024394873
984,984,0.012858545,0.0033710643,0.0040546656,0.0012241602,0.0017700845
985,985,0.010468683,0.0032544169,0.0067124963,0.0015325546,0.0021725222
986,986,0.0098957615,0.0014050256,0.002387762,0.0010328889,0.002540844
987,987,0.028217647,0.0071178013,0.012362123,0.005275309,0.006968742
988,988,0.018953841,0.006490425,0.0069467425,0.0021787286,0.0016787192
989,989,0.017761577,0.0050610974,0.004717469,0.0031087399,0.0035176857
990,990,0.021445435,0.009480884,0.0073336363,0.0024989843,0.0014860851
991,991,0.036065754,0.020747608,0.016960382,0.008195698,0.0069073034
992,992,0.05808052,0.066031575,0.044571757,0.01676011,0.003487036
993,993,0.005322792,0.0006945339,0.001103282,0.0006531477,0.0013987685
994,994,0.03548929,0.022622852,0.020971656,0.0067682266,0.003995556
995,995,0.007103966,0.0012754712,0.002366662,0.00091445446,0.0017344132
996,996,0.02095699,0.0054089245,0.0073239207,0.004460931,0.005166289
997,997,0.013531954,0.0034214344,0.004551649,0.0012155771,0.0019016783
998,998,0.006621418,0.0011509969,0.0021401048,0.0007929802,0.0015676906
999,999,0.02432412,0.008037429,0.00846529,0.0062473416,0.005876885
1000,1000,0.044903755,0.038626418,0.029734135,0.010256112,0.0038491131
1001,1001,0.02488466,0.0061166235,0.009655833,0.0043647885,0.006279525
1002,1002,0.026264666,0.008215351,0.01149714,0.005116999,0.005578409
1003,1003,0.017594587,0.004410496,0.0071885586,0.0025632381,0.0039826874
1004,1004,0.031983953,0.012945447,0.016623855,0.0057559013,0.006000227
1005,1005,0.040616415,0.024037335,0.022055626,0.008254528,0.0033011977
1006,1006,0.031852845,0.020009203,0.012680054,0.0058971643,0.003973011
1007,1007,0.033778127,0.018541934,0.018365383,0.0056007504,0.00438266
1008,1008,0.021061637,0.007369047,0.008878648,0.002545476,0.0027871046
1009,1009,0.0062848707,0.0012080618,0.0018537045,0.0007355809,0.00096264563
1010,1010,0.032344308,0.00939342,0.014466941,0.0067313313,0.00776975
1011,1011,0.041093092,0.034610726,0.02549076,0.009086132,0.002821505
1012,1012,0.04314573,0.033797644,0.027611256,0.008698761,0.004332231
1013,1013,0.016184472,0.003546962,0.005877614,0.0020914674,0.0034204188
1014,1014,0.0074050524,0.0013794645,0.0016293526,0.00065529346,0.00088307
1015,1015,0.005576087,0.0012087323,0.002934575,0.0008698702,0.0014247235
1016,1016,0.012465569,0.003287287,0.004025221,0.0011127591,0.0011382395
1017,1017,0.0021942146,0.00028240005,0.00027102232,0.00030243397,0.0006648342
1018,1018,0.0306821,0.010583056,0.017288208,0.0072766542,0.0065836147
1019,1019,0.03726446,0.027925137,0.021412134,0.006712258,0.0026396199
1020,1020,0.060752686,0.06949939,0.049784422,0.018143892,0.0044896794
1021,1021,0.015618211,0.003760943,0.008051395,0.0027366877,0.0039469325
1022,1022,0.005903323,0.0009299713,0.0013147593,0.0005617142,0.001354068
1023,1023,0.0118530765,0.0031260503,0.0033823252,0.0012868047,0.001703213
1024,1024,0.04503978,0.043034352,0.026702046,0.010739684,0.0031106253
1025,1025,0.015586,0.005789606,0.0057572126,0.002190411,0.001614198
1026,1026,0.014478092,0.0041949507,0.0035905838,0.0016523004,0.0020746887
1027,1027,0.05199499,0.029863792,0.032443523,0.015711546,0.0096370345
1028,1028,0.044784274,0.040778257,0.023156404,0.010577202,0.0049722404
1029,1029,0.02627796,0.0097126765,0.012331963,0.004057884,0.0045350273
1030,1030,0.0042615742,0.0006937114,0.0010316968,0.0004812479,0.0008525183
1031,1031,0.027662182,0.013597033,0.014113605,0.0043872,0.003272838
1032,1032,0.021950264,0.010501239,0.0093791485,0.0031210184,0.0019171779
1033,1033,0.013516102,0.0023657053,0.0038557053,0.0017483234,0.0034190624
1034,1034,0.039484024,0.024522865,0.023904264,0.0076535344,0.0052658967
1035,1035,0.04218081,0.016874991,0.023590207,0.010691047,0.0090898825
1036,1036,0.006100433,0.0008231137,0.0011180043,0.00062304735,0.0015718043
1037,1037,0.018036071,0.0068232906,0.006123781,0.0020934343,0.0015163361
1038,1038,0.050984815,0.05180691,0.035648823,0.012743473,0.0030193795
1039,1039,0.030541971,0.018630926,0.016602278,0.004789233,0.0023567812
1040,1040,0.036542445,0.013997058,0.019589603,0.007910609,0.008035092
1041,1041,0.0042615742,0.0006937114,0.0010316372,0.0004812479,0.0008525183
1042,1042,0.020667555,0.0063748825,0.008886516,0.0030813217,0.0038598713
1043,1043,0.015820796,0.0050798464,0.0053678155,0.0017750263,0.001016853
1044,1044,0.0021370628,0.00027108792,0.00023365021,0.00029832125,0.0006061262
1045,1045,0.029901953,0.013661146,0.010933042,0.010028243,0.0072526587
1046,1046,0.0134158535,0.0027849716,0.004236102,0.0014123917,0.0028592332
1047,1047,0.017408429,0.00394912,0.005071223,0.003178656,0.0043013208
1048,1048,0.021171583,0.009050853,0.008814454,0.0028389692,0.0013632758
1049,1049,0.04777674,0.03213209,0.030675411,0.012086213,0.006286094
1050,1050,0.020681705,0.004940246,0.008194745,0.0032354593,0.0046477243
1051,1051,0.044388663,0.03229127,0.027385712,0.011252403,0.002553543
1052,1052,0.012592685,0.0026559285,0.0031588078,0.0015197992,0.0025824367
1053,1053,0.021771701,0.0069925236,0.009695053,0.0028396845,0.003615402
1054,1054,0.03993957,0.026427655,0.022571802,0.00913465,0.00211353
1055,1055,0.025331028,0.010061375,0.00867337,0.0042529106,0.0048869355
1056,1056,0.06488675,0.052230008,0.045014262,0.022492051,0.008014075
1057,1057,0.029781803,0.014043578,0.015313983,0.0047605634,0.0039539165
1058,1058,0.0056659314,0.0010134759,0.0010900497,0.00068712234,0.0014402439
1059,1059,0.023003567,0.01001958,0.0094870925,0.0036484003,0.0021334277
1060,1060,0.004346098,0.00070691074,0.0010606647,0.0005606413,0.0009788768
1061,1061,0.0155147305,0.002850385,0.005956173,0.0020118356,0.003803155
1062,1062,0.019950146,0.0044198455,0.0066016912,0.003095448,0.005067123
1063,1063,0.007097916,0.0018908164,0.0037821531,0.0009447336,0.0015051302
1064,1064,0.02119262,0.005179128,0.010093808,0.0037003756,0.005066755
1065,1065,0.03537884,0.020814847,0.019511461,0.006202996,0.0022392718
1066,1066,0.0057349433,0.00097205426,0.0020201206,0.0007250309,0.0013428247
1067,1067,0.02814686,0.012092823,0.014551401,0.004483521,0.0046754065
1068,1068,0.013180149,0.0029570423,0.0042105913,0.0013278127,0.0023236244
1069,1069,0.008683884,0.0022867057,0.003105402,0.0009161234,0.0011110624
1070,1070,0.037157476,0.027775638,0.016939998,0.0074403286,0.004360236
1071,1071,0.02921494,0.01540944,0.012860358,0.0066147447,0.0033296735
1072,1072,0.029473325,0.016785234,0.0127516985,0.01005888,0.0060381214
1073,1073,0.00638924,0.0011231576,0.0014131069,0.00068593025,0.0011551869
1074,1074,0.03744749,0.029200867,0.020688653,0.0069699883,0.0021966458
1075,1075,0.019534437,0.0066469163,0.0079013705,0.002180338,0.002501591
1076,1076,0.053730164,0.058102682,0.034919977,0.014561772,0.0035143462
1077,1077,0.0062953806,0.0011423456,0.0012256503,0.0007033348,0.0010805214
1078,1078,0.010465639,0.002535307,0.0038460493,0.0012577772,0.001663559
1079,1079,0.016727816,0.0052716415,0.005203128,0.0021800995,0.0016606357
1080,1080,0.012552634,0.0032769276,0.0037033558,0.0011518598,0.0012151544
1081,1081,0.027560342,0.012851085,0.012621224,0.0037994385,0.0015988928
1082,1082,0.010200957,0.0015391891,0.0030699968,0.0012224317,0.002679812
1083,1083,0.01618121,0.0033399789,0.005351782,0.0023325682,0.004165725
1084,1084,0.056514632,0.055299945,0.044843793,0.016575933,0.006557715
1085,1085,0.010792866,0.0025591038,0.0031946301,0.0012241006,0.0017524133
1086,1086,0.052786622,0.044903584,0.041166544,0.01400888,0.007141879
1087,1087,0.057348855,0.043046694,0.038466573,0.017209351,0.00723274
1088,1088,0.014241144,0.004327816,0.0042580366,0.0013260841,0.0011151101
1089,1089,0.024627091,0.012596598,0.008541763,0.0035956502,0.0020924332
1090,1090,0.02233032,0.007914153,0.0072158575,0.0034747124,0.0045499494
1091,1091,0.0041804607,0.0005595019,0.0010118484,0.00048452616,0.0010846746
1092,1092,0.020315262,0.0077053783,0.007987976,0.002216339,0.0019204019
1093,1093,0.012464574,0.003273949,0.0034747124,0.0013458729,0.0012142349
1094,1094,0.010229714,0.0019465449,0.001899302,0.0011655092,0.002289804
1095,1095,0.020191235,0.006722874,0.006248474,0.004048705,0.0039798846
1096,1096,0.011566143,0.0020573712,0.0039336085,0.001285851,0.0026757056
1097,1097,0.06416225,0.056649692,0.046687007,0.021089375,0.005873344
1098,1098,0.054697316,0.055910602,0.038102984,0.014406562,0.004177697
1099,1099,0.025373194,0.011820214,0.010495424,0.0048929453,0.0028839211
1100,1100,0.03862035,0.03165788,0.01922381,0.0079141855,0.002786472
1101,1101,0.0434741,0.023048248,0.026212573,0.01157248,0.0080790855
1102,1102,0.0023836591,0.00031255162,0.00025629997,0.00032311678,0.00065552816
1103,1103,0.01279584,0.003224059,0.004041791,0.0011645555,0.0014186979
1104,1104,0.054801818,0.039002612,0.037245095,0.015995026,0.008031334
1105,1105,0.025449941,0.008789903,0.011763394,0.0037067533,0.0048432993
1106,1106,0.05289533,0.040028833,0.03523326,0.01463449,0.00510568
1107,1107,0.033269692,0.019549059,0.017592967,0.0064498186,0.001807634
1108,1108,0.032756343,0.022741621,0.0140661,0.005858481,0.0025552895
1109,1109,0.035603706,0.01592841,0.017192304,0.010491431,0.007709911
1110,1110,0.04157867,0.02817217,0.025895536,0.008596063,0.002500712
1111,1111,0.026966956,0.014163509,0.009870052,0.0044107437,0.0033238917
1112,1112,0.04709566,0.035758488,0.03158468,0.011208832,0.0025516876
1113,1113,0.03467066,0.016035005,0.019491494,0.006708503,0.006019433
1114,1114,0.041892204,0.024673903,0.025958478,0.008854985,0.0059310235
1115,1115,0.024240464,0.009240537,0.008240461,0.006089449,0.004981171
1116,1116,0.026571143,0.0070939306,0.012180865,0.004556,0.006005309
1117,1117,0.051644385,0.04795739,0.035818815,0.012644887,0.0051623136
1118,1118,0.010892971,0.0019677943,0.004771948,0.00144279,0.0027612217
1119,1119,0.03463946,0.020658001,0.016845167,0.009215593,0.004009696
1120,1120,0.012839679,0.004297775,0.008982956,0.001458168,0.0046900334
1121,1121,0.017877446,0.008190779,0.01477313,0.0026710033,0.0063391714
1122,1122,0.002189522,0.00033976312,0.00045204163,0.00017225742,0.0010461254
1123,1123,0.043190494,0.043890536,0.04503888,0.012895107,0.011354387
1124,1124,0.01752597,0.006177595,0.0113174915,0.0019574165,0.0022171575
1125,1125,0.019382525,0.009350152,0.017484248,0.0019209981,0.0015730166
1126,1126,0.021245334,0.009629231,0.016981125,0.0023759007,0.0014022621
1127,1127,0.020145135,0.010452828,0.019944906,0.0020914078,0.0023646282
1128,1128,0.02345224,0.01215895,0.02126038,0.0046921372,0.00854459
1129,1129,0.058548316,0.07913102,0.057367563,0.020946324,0.009600872
1130,1130,0.02366694,0.010286182,0.017857552,0.005751729,0.008803696
1131,1131,0.03590121,0.024855122,0.039978147,0.008582413,0.0071453475
1132,1132,0.015792878,0.0055300076,0.010153472,0.0013682842,0.0011002267
1133,1133,0.012776545,0.003482611,0.006307721,0.0010543466,0.0012435176
1134,1134,0.0143037345,0.005904615,0.013036907,0.0012362599,0.002917314
1135,1135,0.06527761,0.06933466,0.09033549,0.022351265,0.005137316
1136,1136,0.019473856,0.010236729,0.021304488,0.002236724,0.0036260874
1137,1137,0.041679956,0.033037417,0.048998833,0.009422779,0.004028431
1138,1138,0.0274616,0.016298853,0.028448462,0.004968643,0.0054975557
1139,1139,0.036394008,0.025716417,0.032087326,0.009141266,0.0064282627
1140,1140,0.010685113,0.0026724297,0.0039427876,0.000967741,0.0013735186
1141,1141,0.045245036,0.037649367,0.053015053,0.011202574,0.004623574
1142,1142,0.008848469,0.0018464916,0.0036638975,0.0008981824,0.0023707175
1143,1143,0.006923637,0.0014840334,0.0020555854,0.0004916191,0.0008580691
1144,1144,0.021228556,0.013962923,0.017318547,0.0036612153,0.005815286
1145,1145,0.0058980295,0.0009333243,0.0012190938,0.00040894747,0.0009010432
1146,1146,0.005076664,0.0013855305,0.0015338659,0.00058090687,0.0016175646
1147,1147,0.056283273,0.053198166,0.07956934,0.016605496,0.008674623
1148,1148,0.047661237,0.05143249,0.051013112,0.015129387,0.012039929
1149,1149,0.04112129,0.035824627,0.052639484,0.009102404,0.0030242824
1150,1150,0.037963897,0.031889033,0.050496936,0.0072115064,0.005521142
1151,1151,0.0022230607,0.00033274083,0.00046890974,0.00017499924,0.0010967182
1152,1152,0.028766844,0.020560076,0.0278337,0.0064845085,0.00933031
1153,1153,0.013188814,0.0032658735,0.00681293,0.0012517571,0.0023357861
1154,1154,0.0044773454,0.0010879483,0.0014718175,0.00049358606,0.0017969826
1155,1155,0.013357976,0.0031977044,0.0068448186,0.0015543699,0.0030756015
1156,1156,0.0059012235,0.0011827608,0.002305448,0.0004490018,0.0025333492
1157,1157,0.04126,0.034578256,0.050687492,0.008715212,0.0021420796
1158,1158,0.023346579,0.013500622,0.026111484,0.0033661127,0.0042785034
1159,1159,0.021184132,0.013573609,0.014631391,0.0035222173,0.004680745
1160,1160,0.021512728,0.012228284,0.022954226,0.002329886,0.0030267707
1161,1161,0.005450231,0.00091071567,0.0010735989,0.00038683414,0.0009880486
1162,1162,0.0053218473,0.0010167465,0.0011675358,0.0004158616,0.0012259727
1163,1163,0.050052423,0.045661144,0.07116717,0.013203442,0.007713587
1164,1164,0.014684984,0.0049078846,0.009993672,0.0015420914,0.0029180765
1165,1165,0.019167202,0.0063090576,0.013401389,0.003327012,0.0069728494
1166,1166,0.02671234,0.01809109,0.03281802,0.0036614537,0.004163345
1167,1167,0.042790513,0.04640761,0.03683412,0.012046218,0.0052013695
1168,1168,0.016877338,0.008422423,0.014400601,0.00239861,0.0061173625
1169,1169,0.0053218473,0.0010167465,0.0011675358,0.0004158616,0.0012259727
1170,1170,0.029224016,0.019853294,0.035698175,0.004811406,0.005139389
1171,1171,0.004814912,0.0014138964,0.0020599365,0.00040841103,0.0028677161
1172,1172,0.027403753,0.013223192,0.021732569,0.007873595,0.010000807
1173,1173,0.027996318,0.023928694,0.024075389,0.0063102245,0.0059721065
1174,1174,0.0130445445,0.0050205938,0.009989977,0.0009799004,0.0026997093
1175,1175,0.049474556,0.04533853,0.052203238,0.01878035,0.013688057
1176,1176,0.046458654,0.04187558,0.062235713,0.011066437,0.003614746
1177,1177,0.042669117,0.04097747,0.0363397,0.011335254,0.005865869
1178,1178,0.038816903,0.040182307,0.039516687,0.010894835,0.009980263
1179,1179,0.023845023,0.015036825,0.02160585,0.0044926405,0.0076523586
1180,1180,0.010307664,0.0020837975,0.004160166,0.00088763237,0.0020145804
1181,1181,0.03974421,0.032126967,0.05244088,0.008713007,0.006986391
1182,1182,0.054878227,0.054238178,0.07703161,0.015617609,0.004506486
1183,1183,0.025699511,0.011826624,0.018061697,0.0043733716,0.0048194868
1184,1184,0.036684867,0.034465376,0.03758639,0.009729624,0.010348932
1185,1185,0.05100324,0.061612763,0.045961976,0.016103864,0.0065718014
1186,1186,0.04410289,0.039231554,0.047073662,0.0148973465,0.012634547
1187,1187,0.0066278046,0.0015590366,0.0030044317,0.00054240227,0.0019588405
1188,1188,0.013849717,0.0060474514,0.0077414513,0.0017156601,0.0031769837
1189,1189,0.018214284,0.009400321,0.010881305,0.0026059747,0.0025208392
1190,1190,0.0044462304,0.00076654356,0.0011490583,0.0003592968,0.0012651341
1191,1191,0.033356763,0.018055316,0.026715875,0.012280583,0.011331708
1192,1192,0.01317459,0.005803438,0.0088431835,0.0015890598,0.0041695656
1193,1193,0.031004988,0.025339108,0.022564411,0.006744206,0.003735922
1194,1194,0.007421697,0.0018669392,0.0027441978,0.0005033016,0.0017037783
1195,1195,0.021224512,0.013045164,0.018949449,0.004040122,0.0062750163
1196,1196,0.020520529,0.01333502,0.014097691,0.003362,0.004076186
1197,1197,0.04707215,0.055930484,0.047591448,0.014572442,0.010061261
1198,1198,0.059508156,0.060706943,0.08398616,0.018532872,0.007142569
1199,1199,0.013744442,0.005650757,0.012208104,0.001101613,0.0026862589
1200,1200,0.017135933,0.0078012077,0.016748667,0.001863122,0.0031420076
1201,1201,0.011027876,0.0031870333,0.0067727566,0.0010104775,0.0023253262
1202,1202,0.056257017,0.055292062,0.0788843,0.016218781,0.00760296
1203,1203,0.030396268,0.01451529,0.020520449,0.009121895,0.008487192
1204,1204,0.054761607,0.070672795,0.054702878,0.01862675,0.010199914
1205,1205,0.022453148,0.013227099,0.025686026,0.0027569532,0.004034692
1206,1206,0.017123288,0.005547642,0.011716366,0.0029206872,0.0065078554
1207,1207,0.021018628,0.009532208,0.01164937,0.0031068325,0.0024308139
1208,1208,0.011682477,0.003724236,0.0067563057,0.0008381009,0.0022063507
1209,1209,0.035764273,0.024543427,0.036249995,0.01158464,0.011664698
1210,1210,0.042031586,0.047470678,0.03986031,0.012179136,0.008068421
1211,1211,0.018373739,0.005495258,0.010719299,0.0029443502,0.00534347
1212,1212,0.03905599,0.03389447,0.041285634,0.011400521,0.011433657
1213,1213,0.021736242,0.010567484,0.019151509,0.0031600595,0.0043077045
1214,1214,0.064601645,0.06656957,0.09006786,0.02169311,0.008520442
1215,1215,0.013533801,0.0055364347,0.005830288,0.0016158819,0.001734895
1216,1216,0.025536448,0.014432404,0.016405702,0.004309058,0.0029485514
1217,1217,0.036073692,0.023412775,0.032946587,0.009030819,0.006784533
1218,1218,0.040558003,0.029160418,0.04053688,0.01524049,0.012775772
1219,1219,0.06192605,0.086065486,0.06370056,0.022966146,0.010905326
1220,1220,0.031239856,0.019954225,0.03396368,0.006507635,0.006227798
1221,1221,0.012053769,0.003303817,0.007437825,0.0014656782,0.0045776563
1222,1222,0.0038193488,0.00062453665,0.0007841587,0.00025427341,0.0009706882
1223,1223,0.030046988,0.01656935,0.02504778,0.006123543,0.005536208
1224,1224,0.04687371,0.041454226,0.057652414,0.0112755895,0.0022197354
1225,1225,0.028750312,0.020372799,0.035096884,0.0041084886,0.0043861703
1226,1226,0.03744522,0.039042264,0.034449458,0.009820759,0.008029034
1227,1227,0.021052655,0.0071338955,0.012511015,0.0038462877,0.006038729
1228,1228,0.0044294978,0.0005993924,0.0012521744,0.00031548738,0.0013598407
1229,1229,0.029816912,0.020436827,0.034296155,0.0044205785,0.002358757
1230,1230,0.042079773,0.037049405,0.057748914,0.009405732,0.004586862
1231,1231,0.029525647,0.018351223,0.02861023,0.0074716806,0.010287242
1232,1232,0.03309872,0.024021426,0.041051984,0.0059838295,0.0059284177
1233,1233,0.027591636,0.016928298,0.028455615,0.003856182,0.001264731
1234,1234,0.009820098,0.0020756936,0.00342381,0.0008494854,0.0016509825
